gene_id	chrom	left	right
5-Sep	22	19701986	19710842
6-Sep	X	118749686	118827333
7-Sep	7	35840541	35944917
SEPT7-AS1	7	35791465	35840216
SEPT7P2	7	45763378	45767909
SEPT7P3	7	35985903	36012197
SEPT7P4	7	62701967	62708699
SEPT7P5	7	62956176	62962914
SEPT7P6	7	152064603	152065746
SEPT7P7	9	101369114	101370415
SEPT7P8	19	54275759	54276534
SEPT7P9	10	38671996	38682040
8-Sep	5	132086508	132113067
9-Sep	17	75276650	75398484
10-Sep	2	110300558	110371783
SEPT10P1	8	57389384	57390546
11-Sep	4	77870855	77959767
12-Sep	16	4827669	4838522
14-Sep	7	55861236	55930482
SEPT14P1	7	62577878	62615312
SEPT14P2	2	243064437	243064620
SEPT14P3	3	197955064	197955247
SEPT14P4	4	119561827	119562013
SEPT14P8	8	150384	150562
SEPT14P12	1	197107877	197108437
SEPT14P13	1	334125	334305
SEPT14P24	7	56428054	56428234
SERAC1	6	158530535	158589312
SERBP1	1	67873492	67896098
SERBP1P1	X	68003314	68004909
SERBP1P2	Y	4669725	4670889
SERBP1P3	3	53098298	53099107
SERBP1P4	X	90815434	90816596
SERBP1P5	4	79102019	79103200
SERBP1P6	5	42465501	42468970
SERF1A	5	70196491	70204202
SERF1AP1	4	138222154	138222341
SERF1B	5	69321073	69328523
SERF2	15	44069284	44070314
SERGEF	11	17809594	18034709
SERHL	22	42896584	42908565
SERHL2	22	42949622	42954418
SERINC1	6	122764498	122792967
SERINC2	1	31882411	31907524
SERINC3	20	43124861	43133532
SERINC4	15	44086359	44092419
SERINC5	5	79407049	79551892
SERP1	3	150259780	150264428
SERP2	13	44947800	44971577
SERPINA1	14	94843083	94857029
SERPINA2	14	94830052	94833039
SERPINA3	14	95078713	95090389
SERPINA4	14	95027427	95036239
SERPINA5	14	95027778	95059133
SERPINA6	14	94770584	94789656
SERPINA7	X	105277196	105282729
SERPINA7P1	X	105806003	105806634
SERPINA9	14	94929053	94942580
SERPINA10	14	94749649	94759434
SERPINA11	14	94908800	94919127
SERPINA12	14	94953610	94970559
SERPINA13P	14	95107061	95113331
SERPINA15P	8	112392831	112393097
SERPINB1	6	2832565	2842240
SERPINB2	18	61538925	61564377
SERPINB3	18	61322430	61329197
SERPINB4	18	61304492	61311532
SERPINB5	18	61143993	61172318
SERPINB6	6	2948392	2972090
SERPINB7	18	61420168	61463546
SERPINB8	18	61637158	61656608
SERPINB8P1	6	3049068	3049445
SERPINB9	6	2887499	2903514
SERPINB9P1	6	2854895	2881641
SERPINB10	18	61564407	61584724
SERPINB11	18	61314812	61387314
SERPINB12	18	61223392	61234244
SERPINB13	18	61254222	61260118
SERPINC1	1	173872946	173886516
SERPIND1	22	21128166	21142008
SERPINE1	7	100770369	100782547
SERPINE2	2	224839828	224904036
SERPINE3	13	51909908	51938871
SERPINE4P	15	27585670	27585951
SERPINF1	17	1665252	1680868
SERPINF2	17	1646129	1658559
SERPING1	11	57364859	57367781
SERPINH1	11	75273100	75283828
SERPINH1P1	9	34318404	34319653
SERPINI1	3	167453030	167508390
SERPINI2	3	167159576	167196792
SERTAD2	2	64858754	64881047
SERTAD4	1	210406143	210419600
SERTAD4-AS1	1	210404800	210407392
SERTM1	13	37248048	37271976
SESN1	6	109307639	109416022
SESN2	1	28586037	28609002
SESN3	11	94898703	94964361
SESTD1	2	179966418	180129517
SET	9	131445702	131446270
SETBP1	18	42260137	42457379
SETD1A	16	30968614	30996437
SETD1B	12	122242085	122270490
SETD2	3	47057918	47165277
SETD3	14	99864082	99947216
SETD4	21	37406838	37432848
SETD5	3	9439298	9482382
SETD6	16	58549382	58553566
SETD6P1	2	108842470	108842787
SETD7	4	140417094	140477392
SETD9	5	56205086	56221359
SETDB1	1	150898738	150913853
SETDB2	13	50018428	50069138
SETMAR	3	4344987	4359251
SETP1	14	20996273	20997118
SETP2	14	51902755	51903681
SETP3	17	56553498	56554311
SETP4	X	84010143	84011011
SETP5	9	140535437	140535999
SETP6	3	81661388	81661956
SETP7	12	107665170	107665623
SETP8	X	116097016	116097644
SETP9	1	160639937	160640769
SETP10	1	179152868	179153682
SETP11	3	150987227	150987917
SETP12	4	121816648	121818238
SETP14	3	155705092	155705965
SETP15	X	15935670	15936754
SETP16	11	118704554	118705265
SETP17	11	86005801	86006618
SETP20	4	110474398	110475250
SETP21	5	59755674	59756566
SETP22	5	96392105	96393062
SETSIP	1	92540089	92540968
SETX	9	135136742	135230372
SEZ6	17	27281918	27333163
SEZ6L	22	26565439	26779555
SEZ6L2	16	29882479	29910868
SF1	11	64532077	64546258
SF3A1	22	30727976	30752936
SF3A2	19	2236519	2248678
SF3A3	1	38422646	38456593
SF3A3P1	20	3470175	3471652
SF3B1	2	198254507	198299815
SF3B2	11	65818199	65819790
SF3B3	16	70557690	70608820
SF3B4	1	149895208	149900236
SF3B5	6	144416017	144416754
SF3B6	2	24290453	24299313
SFI1	22	31884673	31925053
SFMBT1	3	52937587	53080084
SFMBT2	10	7200585	7451303
SFN	1	27189632	27190947
SFPQ	1	35641978	35646246
SFPQP1	Y	15195703	15207719
SFR1	10	105881815	105886143
SFR1P1	X	119335909	119336597
SFR1P2	X	85104414	85105144
SFRP1	8	41119480	41167016
SFRP2	4	154701743	154710272
SFRP4	7	37945542	37956517
SFRP5	10	99526507	99531709
SFSWAP	12	132195625	132210154
SFT2D1	6	166733215	166756079
SFT2D2	1	168195175	168206008
SFT2D3	2	128458596	128461385
SFTA1P	10	10826399	10836930
SFTA2	6	30899129	30899952
SFTA3	14	36942492	36947171
SFTPA1	10	81370694	81375196
SFTPA2	10	81315607	81320151
SFTPA3P	10	81355049	81355416
SFTPB	2	85884436	85895326
SFTPC	8	22014425	22017224
SFTPD	10	81697495	81708859
SFTPD-AS1	10	81727968	81732969
SFXN1	5	174904064	174937210
SFXN2	10	104474294	104489147
SFXN3	10	102790990	102800998
SFXN4	10	120900278	120916268
SFXN5	2	73169164	73298965
SGCA	17	48241574	48253211
SGCB	4	52886871	52904648
SGCD	5	155297353	156185066
SGCE	7	94214541	94230052
SGCG	13	23755090	23899304
SGCZ	8	13947372	15095848
SGF29	16	28565235	28596724
SGIP1	1	66999065	67210057
SGK1	6	134490383	134639196
SGK2	20	42187607	42214317
SGK3	8	67624652	67773094
SGMS1	10	52065359	52383743
SGMS1-AS1	10	52384710	52401211
SGMS2	4	108745718	108836203
SGO1	3	20202084	20227683
SGO1-AS1	3	20383959	20392420
SGO1P1	1	70072537	70073984
SGO1P2	7	52959529	52965500
SGO2	2	201374730	201399847
SGPL1	10	72575716	72580240
SGPP1	14	64150931	64194757
SGPP2	2	223289235	223425667
SGSM1	22	25202235	25323545
SGSM3	22	40766594	40802227
SGTB	5	64961754	65017957
SH2B1	16	28857920	28877605
SH2B2	7	101928404	101962097
SH2D1A	X	123480193	123507005
SH2D1B	1	162365055	162381916
SH2D2A	1	156776034	156786654
SH2D3C	9	130500595	130533717
SH2D4A	8	19171127	19253729
SH2D4B	10	82297657	82406316
SH2D5	1	21046224	21059330
SH2D6	2	85645843	85649815
SH2D7	15	78370149	78396712
SH3BGR	21	40817780	40887433
SH3BGRL	X	80457441	80554046
SH3BGRL2	6	80340999	80413372
SH3BGRL3	1	26605666	26608007
SH3BP1	22	38030660	38052049
SH3BP2	4	2794749	2825176
SH3BP4	2	235860616	235964358
SH3BP5	3	15296359	15374136
SH3BP5-AS1	3	15295690	15306000
SH3BP5L	1	249104647	249108372
SH3D19	4	152023902	152041963
SH3D21	1	36771987	36785398
SH3GL1P2	17	28951430	28952512
SH3GL2	9	17579079	17630427
SH3GL3	15	84115979	84287495
SH3GLB1	1	87170258	87213867
SH3GLB2	9	131769314	131790579
SH3KBP1	X	19552092	19905719
SH3PXD2A	10	105348284	105452930
SH3PXD2B	5	171752184	171881362
SH3RF1	4	170015406	170192256
SH3RF2	5	145316141	145442879
SH3RF3	2	109745803	110065945
SH3RF3-AS1	2	109743782	109745386
SH3TC1	4	8183798	8214556
SH3TC2	5	148303201	148442726
SH3YL1	2	217729	218866
SHANK1	19	51165083	51220195
SHANK2	11	70313960	70507923
SHANK2-AS1	11	70477198	70481595
SHANK2-AS2	11	70492269	70493667
SHANK2-AS3	11	70708894	70711220
SHANK3	22	51112842	51171726
SHARPIN	8	145153535	145154225
SHB	9	37919130	38069208
SHBG	17	7517381	7536672
SHC1	1	154934773	154946852
SHC1P1	X	63652280	63654025
SHC2	19	416582	460996
SHC3	9	91628059	91793682
SHC4	15	49115931	49255641
SHCBP1	16	46614465	46655538
SHCBP1L	1	182868999	182922660
SHE	1	154442247	154458520
SHF	15	45459411	45480154
SHH	7	155592679	155604967
SHISA2	13	26618734	26625169
SHISA3	4	42399855	42404504
SHISA4	1	201857807	201861265
SHISA5	3	48509196	48541864
SHISA6	17	11144579	11467380
SHISA8	22	42307296	42310570
SHISA9	16	12995476	13005507
SHMT1	17	18231186	18266801
SHMT1P1	1	44315971	44317283
SHOC2	10	112679300	112773422
SHOX	X	585078	607558
SHOX2	3	157814947	157823949
SHPK	17	3511555	3539616
SHPRH	6	146185380	146214490
SHQ1	3	72798427	72844741
SHQ1P1	10	52389291	52390835
SHROOM1	5	132157832	132166590
SHROOM2	X	9754495	9917483
SHROOM2P1	Y	14649707	14656818
SHROOM3	4	77356252	77704406
SHROOM4	X	50334646	50557044
SHTN1	10	118643741	118765088
SI	3	164696685	164796283
SIAH1	16	48390274	48482313
SIAH1P1	X	35644246	35645092
SIAH2	3	150458913	150481164
SIAH2-AS1	3	150479723	150480325
SIAH3	13	46354404	46425871
SIDT1	3	113251142	113348425
SIDT1-AS1	3	113307594	113309036
SIDT2	11	117049448	117068158
SIGLEC1	20	3667616	3687775
SIGLEC5	19	52114780	52133588
SIGLEC6	19	52022778	52034971
SIGLEC7	19	51645555	51648177
SIGLEC8	19	51954100	51961706
SIGLEC9	19	51628164	51639908
SIGLEC10	19	51913274	51921057
SIGLEC11	19	50452241	50464429
SIGLEC12	19	51994610	52005026
SIGLEC14	19	52145805	52150054
SIGLEC15	18	43405476	43422521
SIGLEC16	19	50472856	50478191
SIGLEC17P	19	51670584	51676780
SIGLEC18P	19	51623243	51626222
SIGLEC20P	19	51688160	51694065
SIGLEC21P	19	51702110	51704705
SIGLEC22P	19	51714335	51715144
SIGLEC29P	19	52067049	52068163
SIGLEC30P	1	170084776	170085717
SIGLEC31P	19	57100862	57101649
SIGLECL1	19	51749602	51770637
SIGMAR1	9	34634718	34637768
SIK1	21	44834394	44847008
SIK2	11	111473114	111601577
SIK3	11	116714117	116740967
SIK3-IT1	11	116756761	116761437
SIKE1	1	115312099	115323306
SIL1	5	138282408	138534087
SIM1	6	100832890	100912805
SIM2	21	38071432	38082913
SIMC1	5	175665364	175772988
SIN3A	15	75661719	75744045
SIPA1	11	65405567	65418401
SIPA1L2	1	232533710	232697304
SIPA1L3	19	38397867	38699012
SIRPA	20	1875153	1920543
SIRPAP1	22	30938522	30940292
SIRPB1	20	1544166	1600655
SIRPB2	20	1451385	1472164
SIRPB3P	20	1645928	1688846
SIRPD	20	1514896	1539489
SIRPG	20	1609797	1638425
SIRPG-AS1	20	1614153	1629118
SIRT1	10	69644426	69678147
SIRT2	19	39369196	39390502
SIRT3	11	215457	236431
SIRT4	12	120740118	120741861
SIRT5	6	13574815	13612405
SIRT7	17	79869814	79876070
SIT1	9	35649291	35650937
SIVA1	14	105219436	105225994
SIX1	14	61110132	61116180
SIX2	2	45232299	45236569
SIX3	2	45168901	45173216
SIX3-AS1	2	45167292	45169012
SIX4	14	61176245	61190852
SIX5	19	46268042	46272484
SIX6	14	60975668	60979568
SKA1	18	47901364	47920543
SKA2	17	57187311	57232630
SKA2P1	9	125524122	125524512
SKA3	13	21727733	21750741
SKAP1-AS1	17	46263299	46281891
SKAP2	7	26706680	26904362
SKI	1	2160133	2241558
SKIDA1	10	21802406	21814611
SKIL	3	170075465	170077861
SKINT1L	1	48561763	48593620
SKIV2L	6	31926856	31937532
SKIV2L2	5	54603587	54721409
SKOR1	15	68112041	68126899
SKOR2	18	44746292	44775554
SKP1	5	133484632	133512729
SKP1P1	7	65888391	65888880
SKP1P3	9	41630396	41630883
SKP2	5	36152090	36184143
SLA	8	134048972	134115298
SLA2	20	35240720	35274619
SLAIN1	13	78272022	78338259
SLAIN2	4	48343338	48428229
SLAMF1	1	160577889	160617085
SLAMF6	1	160454819	160493052
SLAMF6P1	1	162415338	162415676
SLAMF7	1	160709036	160718158
SLAMF8	1	159796539	159807039
SLAMF9	1	159921281	159924044
SLBP	4	1694526	1714282
SLC1A1	9	4490443	4587469
SLC1A2	11	35272752	35440796
SLC1A3	5	36606456	36688436
SLC1A4	2	65215610	65243688
SLC1A5	19	47278139	47291851
SLC1A6	19	15060845	15121432
SLC1A7	1	53552854	53608249
SLC2A1	1	43391051	43424501
SLC2A1-AS1	1	43424719	43449029
SLC2A2	3	170714136	170744539
SLC2A3	12	8071825	8088871
SLC2A3P1	5	167979281	167980732
SLC2A3P2	1	65450290	65451770
SLC2A3P4	8	87515819	87517290
SLC2A4	17	7184985	7191576
SLC2A4RG	20	62371213	62374858
SLC2A5	1	9095165	9129775
SLC2A6	9	136336216	136344259
SLC2A7	1	9063358	9086404
SLC2A8	9	130159420	130170177
SLC2A9	4	9772776	9828224
SLC2A10	20	45338125	45364965
SLC2A11	22	24198889	24228496
SLC2A12	6	134309834	134373774
SLC2A13	12	40148822	40499661
SLC2A13P1	8	61054379	61054701
SLC2A14	12	7965107	8025448
SLC3A1	2	44502598	44548633
SLC3A2	11	62623517	62656352
SLC4A1	17	42325752	42345509
SLC4A1AP	2	27886337	27917836
SLC4A1APP1	9	30558877	30559479
SLC4A1APP2	1	187675691	187678029
SLC4A2	7	150754296	150761831
SLC4A3	2	220492048	220506693
SLC4A4	4	72053002	72437804
SLC4A5	2	74443368	74570534
SLC4A7	3	27414213	27498245
SLC4A8	12	51785100	51868359
SLC4A9	5	139739786	139754722
SLC4A10	2	162280842	162627545
SLC4A11	20	3208062	3218812
SLC5A1	22	32439018	32509016
SLC5A2	16	31494322	31497597
SLC5A3	21	35445869	35478559
SLC5A4	22	32614464	32651328
SLC5A4-AS1	22	32601101	32665653
SLC5A4P1	11	124143865	124144477
SLC5A5	19	17982781	18005983
SLC5A6	2	27422454	27435154
SLC5A7	2	108602978	108627317
SLC5A8	12	101549270	101604185
SLC5A9	1	48688356	48714312
SLC5A10	17	18853657	18925908
SLC5A11	16	24857161	24922949
SLC5A12	11	26688565	26743571
SLC6A1	3	11034409	11080933
SLC6A1-AS1	3	11047783	11060910
SLC6A2	16	55689515	55736258
SLC6A3	5	1392908	1445545
SLC6A4	17	28521336	28563020
SLC6A5	11	20620945	20680831
SLC6A6	3	14444075	14530857
SLC6A6P1	21	20616859	20618709
SLC6A7	5	149569519	149590635
SLC6A8	X	152953553	152962048
SLC6A9	1	44457171	44482228
SLC6A10P	16	32888789	32896463
SLC6A11	3	10857884	10982419
SLC6A12	12	299242	322863
SLC6A13	12	329788	372039
SLC6A15	12	85253491	85267109
SLC6A16	19	49792894	49828482
SLC6A17	1	110693107	110744824
SLC6A18	5	1225469	1244492
SLC6A19	5	1201709	1225232
SLC6A20	3	45796941	45838027
SLC6A21P	19	49758728	49759359
SLC7A1	13	30083546	30169825
SLC7A2	8	17354596	17428082
SLC7A3	X	70145431	70150946
SLC7A4	22	21383006	21386847
SLC7A5	16	87863628	87903094
SLC7A5P1	16	29624424	29624961
SLC7A5P2	16	21531150	21531686
SLC7A6	16	68298432	68335722
SLC7A6OS	16	68318405	68338034
SLC7A7	14	23242430	23289020
SLC7A8	14	23594503	23652849
SLC7A9	19	33321414	33360648
SLC7A10	19	33699569	33716756
SLC7A11	4	139085250	139163503
SLC7A11-AS1	4	138978617	139019871
SLC7A13	8	87226280	87242610
SLC7A14	3	170177371	170303863
SLC7A15P	2	20586146	20596349
SLC8A1	2	40324409	40679209
SLC8A1-AS1	2	40013592	40478887
SLC8A2	19	47931273	47975425
SLC8A3	14	70510933	70655787
SLC8B1	12	113736563	113772835
SLC9A1	1	27425305	27481401
SLC9A2	2	103236165	103327777
SLC9A3	5	473424	524447
SLC9A3-AS1	5	473350	480582
SLC9A3P1	10	51910362	51912047
SLC9A3P2	22	21007016	21009037
SLC9A3P3	10	51784894	51787123
SLC9A3R1	17	72744790	72765492
SLC9A3R2	16	2075356	2086390
SLC9A4	2	103089761	103150431
SLC9A5	16	67271585	67306093
SLC9A6	X	135067597	135129298
SLC9A7	X	46464752	46618490
SLC9A7P1	12	98847612	98850923
SLC9A8	20	48429249	48508772
SLC9A9	3	142984063	143567373
SLC9A9-AS1	3	143061087	143065913
SLC9A9-AS2	3	143100179	143101003
SLC9B1	4	103806204	103940876
SLC9B1P1	Y	13496240	13524717
SLC9B1P2	2	92071101	92119740
SLC9B1P3	10	38934101	38982199
SLC9B1P4	22	16909689	16957613
SLC9B2	4	103941024	103997460
SLC9C1	3	111859733	112013105
SLC9C2	1	173469602	173572233
SLC10A1	14	70242133	70264006
SLC10A2	13	103696349	103719196
SLC10A3	X	153715644	153718953
SLC10A4	4	48485359	48491213
SLC10A5	8	82605841	82608409
SLC10A5P1	8	82546591	82547897
SLC10A6	4	87744620	87770416
SLC10A7	4	147175126	147443116
SLC11A1	2	219246751	219261617
SLC11A2	12	51373183	51385992
SLC12A1	15	48483860	48522627
SLC12A2	5	127419457	127525380
SLC12A3	16	56899118	56949762
SLC12A4	16	67977376	68002597
SLC12A5	20	44650355	44686341
SLC12A5-AS1	20	44642140	44650712
SLC12A6	15	34525459	34630261
SLC12A7	5	1050498	1112150
SLC12A8	3	124801479	124839698
SLC12A9	7	100424441	100457540
SLC12A9-AS1	7	100434935	100450238
SLC13A1	7	122753584	122840040
SLC13A2	17	26800310	26824799
SLC13A3	20	45186462	45280098
SLC13A4	7	135365984	135370433
SLC13A5	17	6588031	6616886
SLC14A1	18	43304091	43332485
SLC14A2	18	42792959	43262940
SLC14A2-AS1	18	43003728	43015262
SLC15A1	13	99336054	99404908
SLC15A2	3	121612935	121662949
SLC15A3	11	60704555	60719257
SLC15A4	12	129277738	129308528
SLC15A5	12	16341418	16430619
SLC16A1	1	113454468	113498975
SLC16A1-AS1	1	113499036	113506694
SLC16A1P1	7	143682234	143683744
SLC16A2	X	73641084	73753743
SLC16A3	17	80186272	80195520
SLC16A4	1	110905469	110933704
SLC16A5	17	73083821	73102257
SLC16A6	17	66263166	66287257
SLC16A6P1	17	62936719	62952520
SLC16A7	12	59989847	60173994
SLC16A8	22	38474140	38480100
SLC16A9	10	61410522	61469837
SLC16A10	6	111408780	111544223
SLC16A11	17	6944948	6947242
SLC16A12	10	91190050	91295313
SLC16A12-AS1	10	91215820	91227897
SLC16A13	17	6939393	6943440
SLC16A14	2	230899697	230933715
SLC16A14P1	8	107227990	107229446
SLC17A1	6	25783124	25832287
SLC17A2	6	25912981	25930946
SLC17A3	6	25833293	25850105
SLC17A4	6	25754926	25781419
SLC17A5	6	74303101	74363878
SLC17A6	11	22359642	22401049
SLC17A7	19	49932657	49944808
SLC17A8	12	100750856	100815837
SLC17A9	20	61584051	61599949
SLC18A1	8	20002365	20040717
SLC18A2	10	119000603	119038941
SLC18A3	10	50818346	50820765
SLC18B1	6	133090508	133119692
SLC19A1	21	46913485	46951455
SLC19A2	1	169433146	169455241
SLC19A3	2	228549925	228582726
SLC20A1	2	113403433	113421404
SLC20A1P1	14	107139411	107140367
SLC20A2	8	42273992	42397069
SLC22A1	6	160542820	160579750
SLC22A2	6	160592092	160666573
SLC22A3	6	160769299	160873613
SLC22A4	5	131630135	131679899
SLC22A5	5	131705443	131731306
SLC22A6	11	62703856	62752296
SLC22A7	6	43263431	43267258
SLC22A8	11	62756625	62766971
SLC22A9	11	63137260	63177710
SLC22A10	11	62905338	63137190
SLC22A11	11	64323097	64340347
SLC22A12	11	64358112	64369820
SLC22A13	3	38307302	38319806
SLC22A14	3	38323784	38349190
SLC22A15	1	116519118	116612675
SLC22A16	6	110745889	110746585
SLC22A17	14	23815514	23822121
SLC22A18	11	2920950	2946476
SLC22A18AS	11	2909009	2924970
SLC22A20	11	64981310	65010228
SLC22A23	6	3269195	3457256
SLC22A24	11	62847411	62911693
SLC22A25	11	62931247	62997124
SLC22A31	16	89262405	89268072
SLC23A1	5	138702884	138718989
SLC23A2	20	4833001	4990939
SLC23A3	2	219940050	220035549
SLC24A1	15	65903703	65945267
SLC24A2	9	19507449	19786926
SLC24A3	20	19193289	19703581
SLC24A4	14	92788924	92962595
SLC24A5	15	48413168	48434869
SLC25A1	22	19163094	19166343
SLC25A1P1	11	85645779	85646706
SLC25A1P2	7	62858423	62859335
SLC25A1P3	7	63391518	63392346
SLC25A1P4	16	34407686	34408464
SLC25A1P5	19	28296330	28297113
SLC25A2	5	140682195	140683612
SLC25A3	12	98987368	98995485
SLC25A3P1	1	53878820	53905648
SLC25A3P2	12	112430799	112431679
SLC25A4	4	186064394	186071536
SLC25A5	X	118602362	118605282
SLC25A5-AS1	X	118599996	118603058
SLC25A5P1	22	42397072	42397970
SLC25A5P2	2	34064848	34065745
SLC25A5P3	7	54487136	54488021
SLC25A5P4	13	57888872	57890043
SLC25A5P5	7	32511124	32512021
SLC25A5P6	4	187249869	187250755
SLC25A5P7	6	121974940	121975836
SLC25A5P8	9	32333454	32334352
SLC25A5P9	5	75048394	75049304
SLC25A6	X	1505044	1511617
SLC25A6P1	20	21722940	21723715
SLC25A6P2	9	31253898	31254775
SLC25A6P3	1	52174733	52175612
SLC25A6P4	18	77835608	77836161
SLC25A6P5	9	108611990	108612884
SLC25A6P6	6	71373204	71373982
SLC25A10	17	79670403	79687569
SLC25A11	17	4840424	4843546
SLC25A12	2	172640879	172750762
SLC25A13	7	95749531	95951405
SLC25A14	X	129473873	129498699
SLC25A14P1	4	84398676	84399577
SLC25A15	13	41363547	41382606
SLC25A15P1	Y	28732788	28737748
SLC25A15P2	13	19985370	19990328
SLC25A15P3	13	25517712	25518636
SLC25A15P5	22	17126584	17127471
SLC25A16	10	70237755	70240521
SLC25A17	22	41165633	41215386
SLC25A18	22	18043138	18073760
SLC25A18P1	10	120332382	120333132
SLC25A19	17	73269072	73285471
SLC25A20	3	48894368	48936426
SLC25A20P1	6	52111257	52112160
SLC25A21	14	37147635	37641628
SLC25A21-AS1	14	37641092	37643016
SLC25A22	11	790474	796361
SLC25A23	19	6436089	6454020
SLC25A24	1	108676657	108742980
SLC25A24P1	1	108815564	108880475
SLC25A24P2	1	108926357	108963917
SLC25A25	9	130830479	130871523
SLC25A25-AS1	9	130873449	130880972
SLC25A26	3	66119284	66429351
SLC25A27	6	46620677	46645930
SLC25A28	10	101370281	101380121
SLC25A29	14	100757447	100772870
SLC25A30	13	45967450	45992515
SLC25A30-AS1	13	45992296	45994506
SLC25A31	4	128651532	128695448
SLC25A32	8	104410862	104427417
SLC25A33	1	9599540	9645237
SLC25A34	1	16062899	16067891
SLC25A35	17	8191080	8198661
SLC25A36	3	140660671	140698775
SLC25A36P1	19	56897594	56898059
SLC25A37	8	23386317	23432976
SLC25A38	3	39424838	39438842
SLC25A38P1	1	172717699	172718642
SLC25A39	17	42396992	42402238
SLC25A39P1	1	202765157	202766222
SLC25A39P2	12	10703864	10704134
SLC25A40	7	87462882	87505664
SLC25A41	19	6426047	6433790
SLC25A42	19	19174807	19223697
SLC25A43	X	118533022	118588441
SLC25A44	1	156163879	156182587
SLC25A45	11	65142662	65150142
SLC25A46	5	110073836	110092731
SLC25A47	14	100789673	100796715
SLC25A47P1	11	59030861	59031275
SLC25A48	5	135170337	135212069
SLC25A51	9	37879399	37904350
SLC25A51P1	6	66498309	66499180
SLC25A51P2	18	7134929	7135818
SLC25A51P3	8	81507049	81507938
SLC25A52	18	29339524	29340843
SLC26A1	4	972860	987164
SLC26A2	5	149340299	149366968
SLC26A3	7	107405911	107443670
SLC26A4	7	107301079	107358254
SLC26A4-AS1	7	107294420	107302510
SLC26A5	7	102993176	103086598
SLC26A6	3	48663155	48672916
SLC26A7	8	92221721	92407877
SLC26A8	6	35911290	35992632
SLC26A9	1	205882175	205912588
SLC26A10	12	58013309	58019923
SLC26A11	17	78193497	78197082
SLC27A1	19	17579577	17615421
SLC27A2	15	50474392	50528592
SLC27A3	1	153746829	153752633
SLC27A4	9	131102924	131123496
SLC27A5	19	58990878	59010630
SLC27A6	5	127873705	128351637
SLC28A1	15	85427884	85439277
SLC28A2	15	45544427	45568133
SLC28A3	9	86890371	86955598
SLC29A1	6	44187241	44201888
SLC29A2	11	66129991	66139570
SLC29A3	10	73079014	73123142
SLC29A4	7	5313999	5331397
SLC29A4P1	7	57081991	57087980
SLC29A4P2	7	63016975	63022966
SLC30A1	1	211744909	211752084
SLC30A2	1	26363742	26372604
SLC30A3	2	27476551	27481451
SLC30A4	15	45771808	45815005
SLC30A5	5	68389472	68426896
SLC30A6	2	32390932	32446735
SLC30A7	1	101361631	101447309
SLC30A8	8	117962511	118185030
SLC30A9	4	41992488	42092474
SLC30A10	1	219858768	220131989
SLC31A1	9	115983807	116028674
SLC31A1P1	3	172321229	172321796
SLC31A2	9	115913221	115926417
SLC32A1	20	37353104	37358015
SLC33A1	3	155538812	155572167
SLC34A1	5	176806235	176813291
SLC34A2	4	25656922	25667862
SLC34A3	9	140125208	140131006
SLC35A1	6	88180340	88221521
SLC35A2	X	48760458	48768917
SLC35A3	1	100435344	100492448
SLC35A4	5	139944040	139948688
SLC35A5	3	112280555	112299406
SLC35B1	17	47778304	47785317
SLC35B2	6	44221832	44225291
SLC35B3	6	8413300	8435716
SLC35B4	7	133974083	134001803
SLC35C1	11	45825622	45834561
SLC35C2	20	44978166	44993043
SLC35D1	1	67465014	67519782
SLC35D2	9	99082987	99086451
SLC35D3	6	137243401	137246777
SLC35E1	19	16660641	16683193
SLC35E1P1	13	21181406	21182270
SLC35E2	1	1656276	1677358
SLC35E2B	1	1592938	1624083
SLC35E3	12	69139885	69162470
SLC35E4	22	31031638	31043880
SLC35F1	6	118228688	118638839
SLC35F2	11	107661716	107729914
SLC35F3	1	234040678	234460262
SLC35F4	14	58030639	58063615
SLC35F5	2	114462587	114480771
SLC35F6	2	26987151	27004008
SLC35G1	10	95653729	95662490
SLC35G2	3	136537488	136562164
SLC35G3	17	33519538	33521412
SLC35G4	18	11609543	11610677
SLC35G5	8	11188396	11189717
SLC36A1	5	150816606	150844139
SLC36A2	5	150694538	150727151
SLC36A3	5	150656322	150683327
SLC36A4	11	92877340	92931129
SLC37A1	21	43916117	43918313
SLC37A2	11	124932962	124959131
SLC37A3	7	139993492	140098289
SLC38A2	12	46751971	46766650
SLC38A3	3	50242678	50258411
SLC38A4	12	47158545	47219780
SLC38A5	X	48316919	48328565
SLC38A6	14	61447831	61550450
SLC38A7	16	58699012	58719008
SLC38A9	5	54921672	55008554
SLC38A10	17	79218799	79269105
SLC38A11	2	165752695	165812035
SLC39A1	1	153931574	153936048
SLC39A2	14	21467413	21469880
SLC39A3	19	2732201	2740015
SLC39A4	8	145635125	145638955
SLC39A5	12	56623832	56626653
SLC39A7	6	33168221	33170469
SLC39A8	4	103172197	103266362
SLC39A10	2	196440700	196545144
SLC39A11	17	70642087	71088832
SLC39A12	10	18240767	18332221
SLC39A12-AS1	10	18290714	18299491
SLC39A13	11	47428682	47438046
SLC39A14	8	22224761	22280198
SLC40A1	2	190425304	190445613
SLC41A1	1	205758220	205782304
SLC41A2	12	105196330	105322433
SLC41A3	3	125725197	125802952
SLC43A1	11	57252006	57283259
SLC43A2	17	1472560	1532130
SLC43A3	11	57174426	57194418
SLC44A1	9	108006902	108201452
SLC44A2	19	10713132	10747172
SLC44A3	1	95285897	95360608
SLC44A3-AS1	1	95104016	95285652
SLC44A4	6	31830968	31846778
